463541 36.914 -83.53 15
463322 42.683 -84.54 15
463326 42.959 -85.60 15
463338 35.652 -82.29 15
463351 38.842 -80.27 15
463351 38.842 -80.27 15
463351 38.842 -80.27 15
463358 40.430 -86.91 15
463359 41.426 -82.74 15
463379 43.006 -85.66 15
463389 40.679 -74.23 16.0
463400 42.971 -85.66 15
463401 44.968 -93.19 15
463404 28.062 -80.64 45
463408 26.930 -82.30 45
463416 42.322 -85.52 15
463430 42.332 -85.50 15
463437 41.430 -83.73 15
463452 41.978 -89.34 45
463462 41.690 -92.08 15
463462 39.144 -84.44 15
463462 41.690 -92.08 15
463467 41.284 -82.84 15
463469 45.249 -92.63 15
463477 42.234 -88.86 15
463480 41.929 -88.69 15
463487 43.006 -85.66 15
463489 41.285 -83.65 15
463493 40.109 -83.12 15
463493 45.375 -84.95 15
463493 40.098 -84.67 15
463506 41.699 -88.36 15
463513 40.111 -83.01 15
463520 44.823 -92.37 15
463528 40.141 -83.01 15
463534 41.682 -88.35 15
463546 42.951 -85.61 25
463553 41.421 -82.36 15
463556 39.774 -84.08 15
463557 40.157 -82.45 15
463565 42.060 -88.26 15
463569 44.826 -93.28 15
463589 39.982 -86.14 15
463596 42.055 -88.04 15
463605 40.089 -83.03 15
463612 44.097 -88.54 15
463622 41.243 -80.88 15
463624 42.979 -85.67 15
463625 41.283 -82.84 15
463630 41.808 -87.72 15
463647 39.972 -86.15 15
463655 43.074 -89.45 15
463656 42.309 -85.39 15
463658 49.875 -97.24 15
463661 45.374 -84.95 15
463676 40.007 -83.00 15
463693 42.345 -88.07 15
463714 39.815 -84.99 15
463737 42.310 -85.39 15
463744 42.859 -85.73 15
463746 45.375 -84.95 15
463769 43.916 -80.11 15
463782 44.690 -75.47 15
463793 42.309 -85.39 15
463803 42.309 -85.39 15
463807 43.025 -78.71 15
463811 42.951 -85.61 15
463814 42.959 -85.60 15
463827 42.959 -85.60 15
463836 42.841 -78.83 15
463843 43.026 -88.20 15
463869 40.962 -79.97 15
463881 45.323 -85.25 15
463901 46.520 -95.37 15
463902 44.690 -75.49 15
463910 26.955 -80.13 45
463914 41.814 -81.10 15
463919 44.688 -75.48 15
463942 44.886 -93.31 15
463958 26.974 -80.10 45
463959 44.690 -75.49 15
463978 44.971 -93.27 15
463987 44.978 -93.27 15
463987 44.978 -93.27 15
464020 44.834 -93.03 15
464027 44.964 -93.21 15
464034 44.991 -93.16 15
464034 44.991 -93.16 15
464043 43.165 -85.23 15
464077 44.960 -92.37 15
464079 41.892 -80.81 15
464083 038.06 -122.8 45
464083 38.060 -122.8 45
464096 43.470 -74.41 15
464228 46.488 -95.30 15
464228 46.488 -95.30 15
464228 46.488 -95.30 15
464228 46.488 -95.30 15
464245 44.365 -72.69 15
464256 45.323 -85.25 15
464272 45.515 -88.84 15
