430410 42.595 -114.4 55
430468 43.648 -116.4 55
431396 46.166 -90.06 55
430410 42.595 -114.4 55
430468 43.648 -116.4 55
431396 46.166 -90.06 55
432244 35.658 -97.19 55
432298 36.107 -95.96 55
432358 34.692 -97.30 55
436189 32.349 -98.02 55
437655 34.875 -80.92 55
437706 35.046 -80.80 55
437726 35.115 -80.72 55
437730 35.085 -80.65 55
437730 35.085 -80.65 55
437731 35.153 -80.92 55
437769 35.318 -80.60 55
437829 44.934 -123.3 55
441443 39.643 -105.1 55
441443 39.643 -105.1 55
441443 39.643 -105.1 55
441443 39.643 -105.1 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
446247 39.847 -79.62 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
446247 39.847 -79.62 55
446264 39.919 -78.95 55
446291 39.277 -79.32 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
446247 39.847 -79.62 55
446264 39.919 -78.95 55
446291 39.277 -79.32 55
446382 38.842 -80.27 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
446247 39.847 -79.62 55
446264 39.919 -78.95 55
446291 39.277 -79.32 55
446382 38.842 -80.27 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
446247 39.847 -79.62 55
446264 39.919 -78.95 55
446291 39.277 -79.32 55
446382 38.842 -80.27 55
446043 38.394 -82.74 55
446062 38.484 -82.30 55
446064 38.484 -82.30 55
446073 38.484 -82.30 55
446109 40.348 -79.55 55
446123 39.608 -80.93 55
446207 39.621 -79.97 55
