430410,42.5958,-114.4748,1
430468,43.6487,-116.4168,1
431396,46.1664,-90.066,1
430410,42.5958,-114.4748,1
430468,43.6487,-116.4168,1
431396,46.1664,-90.066,1
432244,35.6581,-97.1913,4
432298,36.1072,-95.9673,1
432358,34.6922,-97.306,3
436189,32.3499,-98.0239,1
437655,34.8755,-80.9279,1
437706,35.0464,-80.805,2
437726,35.1151,-80.7214,1
437730,35.0853,-80.6554,2
437730,35.0853,-80.6554,2
437731,35.1536,-80.9211,1
437769,35.318,-80.605,1
437829,44.9346,-123.3252,1
441443,39.6434,-105.1962,1
441443,39.6434,-105.1962,1
441443,39.6434,-105.1962,1
441443,39.6434,-105.1962,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
446062,38.4843,-82.3012,1
446064,38.4843,-82.3012,1
446073,38.4843,-82.3012,1
446109,40.3489,-79.5561,1
446123,39.608,-80.9331,1
446207,39.6212,-79.9725,1
446247,39.8475,-79.6291,1
446264,39.9193,-78.9532,1
446291,39.2773,-79.3281,1
446382,38.8426,-80.2725,1
446043,38.3942,-82.7428,1
